prop1;prop2;prop3;allprop
2.125;82.116;-0.277;[2.124638319015503, 82.11561584472656, -0.2765953540802002]
4.376;76.865;-0.272;[4.37636137008667, 76.864990234375, -0.27241265773773193]
2.784;80.479;-0.28;[2.7843568325042725, 80.47918701171875, -0.28027355670928955]
2.329;77.343;-0.294;[2.3289008140563965, 77.3434066772461, -0.29441410303115845]
2.189;74.02;-0.298;[2.1889891624450684, 74.01990509033203, -0.2980573773384094]
2.965;80.337;-0.284;[2.9648244380950928, 80.33665466308594, -0.2838398218154907]
3.561;73.519;-0.271;[3.5613529682159424, 73.51884460449219, -0.27080249786376953]
1.994;82.657;-0.286;[1.9937286376953125, 82.65684509277344, -0.2855292558670044]
2.511;82.228;-0.285;[2.5114166736602783, 82.22759246826172, -0.2851490378379822]
1.287;86.292;-0.295;[1.2870055437088013, 86.29210662841797, -0.29503166675567627]
2.088;76.102;-0.275;[2.087833881378174, 76.10250091552734, -0.27476412057876587]
1.618;85.246;-0.278;[1.6181275844573975, 85.24588012695312, -0.27767544984817505]
1.605;78.867;-0.267;[1.6053917407989502, 78.86673736572266, -0.2671464681625366]
1.921;79.913;-0.279;[1.9208722114562988, 79.91291809082031, -0.27895796298980713]
1.247;86.199;-0.295;[1.2468211650848389, 86.19926452636719, -0.29494863748550415]
1.506;79.168;-0.283;[1.5060226917266846, 79.1678695678711, -0.28349190950393677]
1.17;85.707;-0.285;[1.1703503131866455, 85.70723724365234, -0.2845960259437561]
2.039;78.719;-0.268;[2.0386619567871094, 78.71855926513672, -0.2682427167892456]
1.973;72.254;-0.266;[1.972665548324585, 72.2539291381836, -0.26595383882522583]
1.436;87.72;-0.285;[1.4356186389923096, 87.72013854980469, -0.2850800156593323]
2.128;84.04;-0.262;[2.1281256675720215, 84.04032897949219, -0.2619631886482239]
1.409;88.649;-0.294;[1.4094915390014648, 88.6488037109375, -0.2944941520690918]
1.405;89.486;-0.297;[1.404505729675293, 89.48577117919922, -0.2967228889465332]
1.903;82.133;-0.289;[1.9028308391571045, 82.13287353515625, -0.28893178701400757]
1.837;77.179;-0.27;[1.8374295234680176, 77.1790542602539, -0.26993536949157715]
1.877;82.321;-0.277;[1.8767738342285156, 82.3211898803711, -0.27657562494277954]
1.803;82.63;-0.276;[1.8033742904663086, 82.63018798828125, -0.2758401036262512]
1.687;86.755;-0.27;[1.686936378479004, 86.75453186035156, -0.26999497413635254]
1.909;82.749;-0.271;[1.9086637496948242, 82.7488784790039, -0.2709531784057617]
0.212;95.936;-0.292;[0.21193987131118774, 95.93636322021484, -0.291836678981781]
1.811;82.958;-0.291;[1.8108930587768555, 82.9583511352539, -0.29097849130630493]
1.572;86.541;-0.279;[1.571883201599121, 86.54100036621094, -0.2787107825279236]
2.021;68.824;-0.264;[2.0206668376922607, 68.8238754272461, -0.2641712427139282]
1.422;86.039;-0.29;[1.4220178127288818, 86.03943634033203, -0.29007411003112793]
1.99;82.762;-0.285;[1.9898805618286133, 82.76248168945312, -0.2846476435661316]
1.114;86.639;-0.292;[1.1139976978302002, 86.63947296142578, -0.2919178009033203]
1.852;82.047;-0.275;[1.8516931533813477, 82.0472640991211, -0.27529090642929077]
1.634;79.563;-0.283;[1.6344740390777588, 79.56317901611328, -0.28259527683258057]
1.406;84.753;-0.279;[1.4062368869781494, 84.7531967163086, -0.27851128578186035]
1.668;77.731;-0.276;[1.6682522296905518, 77.7313003540039, -0.27563315629959106]
1.836;79.165;-0.279;[1.8356151580810547, 79.16490173339844, -0.27908754348754883]
1.243;84.467;-0.278;[1.2428948879241943, 84.46710968017578, -0.27806776762008667]
1.816;77.858;-0.276;[1.8157899379730225, 77.85842895507812, -0.2764953374862671]
2.713;85.702;-0.276;[2.713465452194214, 85.70165252685547, -0.2759903073310852]
2.502;87.349;-0.292;[2.501981019973755, 87.34858703613281, -0.29234403371810913]
2.527;85.092;-0.285;[2.5266921520233154, 85.09223175048828, -0.28471821546554565]
2.323;81.374;-0.285;[2.323042631149292, 81.37364196777344, -0.2854834198951721]
4.129;73.322;-0.272;[4.129373550415039, 73.32166290283203, -0.2717251777648926]
2.893;78.411;-0.276;[2.893490791320801, 78.41119384765625, -0.2758302092552185]
2.641;73.914;-0.283;[2.640559196472168, 73.91350555419922, -0.2829563021659851]
1.692;83.157;-0.279;[1.6920483112335205, 83.15694427490234, -0.27932828664779663]
1.318;89.177;-0.283;[1.3180336952209473, 89.17704010009766, -0.2828483581542969]
1.167;89.387;-0.297;[1.166616678237915, 89.38715362548828, -0.29720330238342285]
1.655;83.142;-0.281;[1.654649019241333, 83.14202117919922, -0.28091639280319214]
1.761;88.748;-0.281;[1.7607219219207764, 88.74785614013672, -0.28138911724090576]
1.944;81.135;-0.266;[1.9437661170959473, 81.1351547241211, -0.26639461517333984]
1.845;75.359;-0.275;[1.845102310180664, 75.35887145996094, -0.27491724491119385]
1.894;83.473;-0.29;[1.8940587043762207, 83.47256469726562, -0.2897052764892578]
1.225;90.119;-0.293;[1.224682331085205, 90.11931610107422, -0.2933465242385864]
1.191;94.3;-0.287;[1.1910054683685303, 94.3001708984375, -0.2869794964790344]
1.787;84.395;-0.294;[1.78684401512146, 84.39472198486328, -0.29425549507141113]
1.365;89.2;-0.304;[1.3646594285964966, 89.1997299194336, -0.3040584921836853]
1.868;82.831;-0.29;[1.8676643371582031, 82.83051300048828, -0.28987085819244385]
1.687;82.594;-0.283;[1.6868274211883545, 82.59426879882812, -0.28313541412353516]
1.563;87.53;-0.286;[1.5631847381591797, 87.52982330322266, -0.2859306335449219]
0.591;93.782;-0.294;[0.590779185295105, 93.7822494506836, -0.29441821575164795]
1.634;90.494;-0.28;[1.6336636543273926, 90.49444580078125, -0.2795765995979309]
1.368;88.435;-0.28;[1.3681535720825195, 88.43505859375, -0.2801514267921448]
1.283;86.657;-0.294;[1.2829538583755493, 86.65740203857422, -0.2941933274269104]
1.279;87.966;-0.304;[1.2792400121688843, 87.96595001220703, -0.30416154861450195]
2.178;83.877;-0.286;[2.177896499633789, 83.87669372558594, -0.28601425886154175]
3.646;78.404;-0.289;[3.6464450359344482, 78.40360260009766, -0.28945231437683105]
1.354;86.416;-0.283;[1.3543856143951416, 86.4155044555664, -0.2825329303741455]
2.434;83.112;-0.265;[2.434267520904541, 83.11210632324219, -0.2652242183685303]
4.558;77.345;-0.271;[4.558199405670166, 77.34455871582031, -0.2710094451904297]
4.417;78.184;-0.271;[4.416976451873779, 78.18377685546875, -0.27118486166000366]
3.251;88.353;-0.278;[3.2509896755218506, 88.35258483886719, -0.27815014123916626]
3.777;85.264;-0.27;[3.7766783237457275, 85.2637710571289, -0.27025485038757324]
3.596;85.198;-0.267;[3.596358060836792, 85.19818878173828, -0.2672716975212097]
3.003;82.211;-0.276;[3.0029749870300293, 82.21073150634766, -0.27589428424835205]
3.256;79.344;-0.278;[3.2561073303222656, 79.3438949584961, -0.2775111198425293]
2.688;82.052;-0.293;[2.6877939701080322, 82.05167388916016, -0.29315000772476196]
3.38;78.131;-0.275;[3.3797481060028076, 78.13067626953125, -0.2752261757850647]
3.431;74.216;-0.274;[3.4313058853149414, 74.21635437011719, -0.27382928133010864]
2.975;74.374;-0.276;[2.9748318195343018, 74.37416076660156, -0.2763245701789856]
1.761;82.637;-0.274;[1.760802984237671, 82.63697052001953, -0.2736660838127136]
1.407;86.346;-0.281;[1.4069886207580566, 86.34562683105469, -0.281258225440979]
0.204;94.361;-0.295;[0.20444506406784058, 94.36111450195312, -0.29484349489212036]
1.058;91.433;-0.28;[1.0581579208374023, 91.43294525146484, -0.28042036294937134]
1.911;85.836;-0.278;[1.910651683807373, 85.8358383178711, -0.27778077125549316]
1.254;87.22;-0.283;[1.2543725967407227, 87.22000122070312, -0.2827242612838745]
1.779;84.522;-0.277;[1.77852201461792, 84.52166748046875, -0.276867151260376]
1.884;84.744;-0.287;[1.8837411403656006, 84.74398803710938, -0.2869519591331482]
1.645;83.186;-0.279;[1.645442247390747, 83.18643188476562, -0.27908772230148315]
1.53;79.951;-0.286;[1.529694676399231, 79.95073699951172, -0.28553885221481323]
1.774;82.837;-0.278;[1.7742774486541748, 82.8365249633789, -0.27758514881134033]
1.805;80.132;-0.264;[1.8049204349517822, 80.1317367553711, -0.263640820980072]
1.368;84.218;-0.293;[1.3682348728179932, 84.21784973144531, -0.2933797240257263]
1.658;78.577;-0.281;[1.658407211303711, 78.5765609741211, -0.2808918356895447]
1.693;80.697;-0.286;[1.693371057510376, 80.69670867919922, -0.2862663269042969]
1.701;78.544;-0.277;[1.7008614540100098, 78.54430389404297, -0.2769668698310852]
1.908;78.905;-0.287;[1.9077191352844238, 78.90521240234375, -0.2872886657714844]
1.521;78.308;-0.274;[1.5207865238189697, 78.30776977539062, -0.273734986782074]
1.67;78.238;-0.282;[1.67006254196167, 78.23836517333984, -0.28242969512939453]
1.957;72.106;-0.272;[1.9573557376861572, 72.10589599609375, -0.27246367931365967]
1.979;76.023;-0.284;[1.97918701171875, 76.02338409423828, -0.28441768884658813]
1.989;76.076;-0.283;[1.9891841411590576, 76.07575225830078, -0.2831510901451111]
2.315;76.617;-0.277;[2.3147685527801514, 76.61695861816406, -0.2771684527397156]
1.707;80.736;-0.291;[1.70741605758667, 80.73641967773438, -0.29122865200042725]
2.134;87.038;-0.293;[2.134300708770752, 87.03822326660156, -0.29264360666275024]
3.401;79.238;-0.272;[3.4011268615722656, 79.23780059814453, -0.2723856568336487]
3.106;81.36;-0.273;[3.106205701828003, 81.35982513427734, -0.2729950547218323]
3.502;76.436;-0.264;[3.501502275466919, 76.43600463867188, -0.26427149772644043]
3.117;77.098;-0.273;[3.116678476333618, 77.097900390625, -0.2726774215698242]
3.231;72.741;-0.268;[3.2311623096466064, 72.74099731445312, -0.26846110820770264]
2.929;77.561;-0.272;[2.929246187210083, 77.56062316894531, -0.27160269021987915]
2.623;76.907;-0.287;[2.6228246688842773, 76.90740203857422, -0.28742384910583496]
2.165;77.216;-0.278;[2.1645288467407227, 77.21620178222656, -0.27826404571533203]
3.267;77.252;-0.275;[3.26690936088562, 77.2520980834961, -0.2748774290084839]
2.568;77.115;-0.265;[2.5677452087402344, 77.11530303955078, -0.26499849557876587]
3.683;78.443;-0.268;[3.6830873489379883, 78.44256591796875, -0.2675686478614807]
2.248;81.689;-0.281;[2.2481842041015625, 81.68903350830078, -0.2814062237739563]
1.759;81.91;-0.296;[1.758835792541504, 81.91012573242188, -0.29648709297180176]
0.182;92.963;-0.307;[0.18194133043289185, 92.96337890625, -0.3066958785057068]
1.838;82.959;-0.286;[1.8383095264434814, 82.95905303955078, -0.28586357831954956]
1.392;86.725;-0.279;[1.391721248626709, 86.72496795654297, -0.2785387635231018]
1.515;86.586;-0.302;[1.5150487422943115, 86.58621215820312, -0.301726758480072]
2.003;79.823;-0.286;[2.0034847259521484, 79.82299041748047, -0.28594738245010376]
1.944;80.911;-0.279;[1.943551778793335, 80.91107177734375, -0.27936267852783203]
1.513;80.157;-0.282;[1.5133821964263916, 80.15731811523438, -0.2819158434867859]
1.862;80.628;-0.292;[1.8615481853485107, 80.62837219238281, -0.2922316789627075]
2.294;74.02;-0.278;[2.2941651344299316, 74.0196533203125, -0.2776834964752197]
1.72;81.624;-0.281;[1.719862937927246, 81.62446594238281, -0.28103184700012207]
1.335;87.543;-0.307;[1.3353040218353271, 87.54288482666016, -0.30654269456863403]
1.86;74.353;-0.273;[1.860456943511963, 74.35308837890625, -0.27326256036758423]
1.206;88.291;-0.314;[1.2058024406433105, 88.29120635986328, -0.313987672328949]
1.705;82.311;-0.302;[1.7053329944610596, 82.31077575683594, -0.3019617795944214]
1.807;75.12;-0.287;[1.807349681854248, 75.1196517944336, -0.28708940744400024]
1.502;74.447;-0.273;[1.5020332336425781, 74.44743347167969, -0.27291321754455566]
1.717;81.492;-0.296;[1.717414379119873, 81.4918441772461, -0.2958851456642151]
3.796;87.178;-0.279;[3.7964279651641846, 87.17830657958984, -0.279350221157074]
2.838;84.543;-0.268;[2.8376474380493164, 84.54293060302734, -0.26779705286026]
3.143;76.125;-0.264;[3.1431119441986084, 76.1248550415039, -0.26406997442245483]
1.906;80.986;-0.273;[1.9059875011444092, 80.98616790771484, -0.27341413497924805]
2.412;86.018;-0.294;[2.4122378826141357, 86.01837158203125, -0.2939770817756653]
2.146;82.657;-0.287;[2.1464056968688965, 82.6572265625, -0.2874298095703125]
2.802;83.928;-0.292;[2.8022959232330322, 83.92766571044922, -0.29209375381469727]
2.208;84.277;-0.287;[2.207688331604004, 84.27676391601562, -0.2865338921546936]
2.293;83.187;-0.292;[2.2925217151641846, 83.18670654296875, -0.29161006212234497]
4.764;95.73;-0.292;[4.763943672180176, 95.73002624511719, -0.2921987771987915]
4.401;86.482;-0.299;[4.400521278381348, 86.48238372802734, -0.29915761947631836]
4.453;87.421;-0.295;[4.453439712524414, 87.42102813720703, -0.29537200927734375]
4.89;88.906;-0.295;[4.890316486358643, 88.90557098388672, -0.2954723834991455]
1.688;95.093;-0.295;[1.687894344329834, 95.09297180175781, -0.29495418071746826]
3.507;85.227;-0.29;[3.5067896842956543, 85.22695922851562, -0.2902899980545044]
3.903;84.54;-0.284;[3.9028165340423584, 84.53961944580078, -0.2839011549949646]
1.045;89.7;-0.281;[1.0452299118041992, 89.70002746582031, -0.2808474898338318]
1.211;92.301;-0.287;[1.2111401557922363, 92.301025390625, -0.2874830365180969]
1.364;88.035;-0.283;[1.363976001739502, 88.03467559814453, -0.282564640045166]
1.097;85.669;-0.283;[1.097416639328003, 85.66864776611328, -0.2828714847564697]
1.484;84.564;-0.281;[1.483881950378418, 84.56395721435547, -0.28058189153671265]
2.031;79.68;-0.288;[2.030761241912842, 79.68046569824219, -0.2882871627807617]
3.503;89.962;-0.289;[3.502936840057373, 89.96195220947266, -0.28863978385925293]
3.05;89.768;-0.289;[3.0500147342681885, 89.76753234863281, -0.2889871597290039]
3.709;83.848;-0.282;[3.7087996006011963, 83.8475112915039, -0.2816042900085449]
2.96;83.113;-0.301;[2.9602067470550537, 83.11326599121094, -0.30113112926483154]
5.192;80.35;-0.283;[5.1921305656433105, 80.35031127929688, -0.28274738788604736]
3.904;75.631;-0.294;[3.9042487144470215, 75.63102722167969, -0.29363399744033813]
2.762;75.97;-0.299;[2.762498617172241, 75.9698486328125, -0.29939115047454834]
3.878;69.959;-0.301;[3.878425121307373, 69.95923614501953, -0.3011443614959717]
4.606;79.356;-0.279;[4.605867862701416, 79.35633087158203, -0.2792479395866394]
4.126;78.65;-0.288;[4.126440525054932, 78.6500244140625, -0.2884519100189209]
3.566;79.781;-0.281;[3.565519094467163, 79.78121185302734, -0.2813956141471863]
3.214;81.815;-0.285;[3.213693141937256, 81.81548309326172, -0.28531795740127563]
4.42;75.587;-0.299;[4.419711589813232, 75.58668518066406, -0.2986809015274048]
4.017;71.872;-0.298;[4.017145156860352, 71.87217712402344, -0.2984464168548584]
3.735;68.458;-0.294;[3.734825372695923, 68.45801544189453, -0.2942351698875427]
3.425;81.761;-0.29;[3.4252166748046875, 81.7609634399414, -0.2899678945541382]
3.675;75.178;-0.286;[3.6747329235076904, 75.17765808105469, -0.28627532720565796]
2.743;74.944;-0.294;[2.743239641189575, 74.94387817382812, -0.2943164110183716]
3.136;76.147;-0.273;[3.1355769634246826, 76.14722442626953, -0.2728714346885681]
3.157;73.077;-0.284;[3.1566250324249268, 73.07677459716797, -0.28422147035598755]
3.36;67.715;-0.285;[3.360421895980835, 67.71542358398438, -0.2854781150817871]
3.552;89.182;-0.294;[3.5515592098236084, 89.18159484863281, -0.29401397705078125]
3.642;81.373;-0.278;[3.642025947570801, 81.3733901977539, -0.27762800455093384]
2.741;82.734;-0.28;[2.741271734237671, 82.73444366455078, -0.28037184476852417]
3.597;84.985;-0.282;[3.5972001552581787, 84.9848403930664, -0.2820485234260559]
3.591;80.591;-0.279;[3.5909435749053955, 80.59070587158203, -0.2789888381958008]
3.054;85.659;-0.285;[3.0540201663970947, 85.65924835205078, -0.2852715253829956]
3.085;77.298;-0.291;[3.0845847129821777, 77.29811096191406, -0.2914143204689026]
2.414;82.226;-0.301;[2.413947582244873, 82.22639465332031, -0.30136412382125854]
3.453;81.448;-0.283;[3.4532723426818848, 81.44847869873047, -0.2833980917930603]
2.997;75.535;-0.299;[2.99692702293396, 75.5350570678711, -0.29920876026153564]
2.626;78.003;-0.278;[2.6255149841308594, 78.00275421142578, -0.2782745361328125]
2.47;75.426;-0.282;[2.4697375297546387, 75.42594146728516, -0.2819483280181885]
3.115;73.807;-0.29;[3.1150147914886475, 73.80704498291016, -0.2901904582977295]
2.565;77.49;-0.292;[2.5652811527252197, 77.49039459228516, -0.2921104431152344]
2.602;79.084;-0.302;[2.601990222930908, 79.08355712890625, -0.30220305919647217]
2.435;75.728;-0.292;[2.4350430965423584, 75.7278060913086, -0.2924383878707886]
2.757;78.079;-0.301;[2.757331371307373, 78.07858276367188, -0.3005630373954773]
2.934;70.429;-0.279;[2.9338791370391846, 70.42914581298828, -0.2789965271949768]
1.361;92.303;-0.31;[1.3610512018203735, 92.30267333984375, -0.31035512685775757]
2.106;85.101;-0.288;[2.105661153793335, 85.10060119628906, -0.2879840135574341]
1.35;92.315;-0.299;[1.3503713607788086, 92.31510162353516, -0.29850631952285767]
1.681;93.844;-0.306;[1.6811413764953613, 93.8437728881836, -0.30630236864089966]
1.475;84.572;-0.294;[1.4752347469329834, 84.57225036621094, -0.2944868803024292]
2.064;81.86;-0.287;[2.0640664100646973, 81.86006927490234, -0.286713182926178]
3.808;76.517;-0.284;[3.8082633018493652, 76.51680755615234, -0.2844843864440918]
4.338;80.837;-0.285;[4.3379130363464355, 80.8370361328125, -0.2853519320487976]
4.15;76.484;-0.284;[4.14972448348999, 76.48368835449219, -0.2844134569168091]
4.288;86.681;-0.276;[4.288179397583008, 86.6806411743164, -0.2763652801513672]
4.284;83.45;-0.282;[4.283621788024902, 83.4499740600586, -0.2816007137298584]
4.259;87.244;-0.282;[4.25892972946167, 87.24444580078125, -0.28169816732406616]
4.076;83.568;-0.287;[4.075779914855957, 83.56761169433594, -0.28701871633529663]
1.562;89.459;-0.292;[1.5623373985290527, 89.45905303955078, -0.29245251417160034]
1.834;82.696;-0.286;[1.8335638046264648, 82.69569396972656, -0.28623175621032715]
3.787;77.418;-0.286;[3.7872986793518066, 77.41780090332031, -0.2863660454750061]
1.512;89.532;-0.301;[1.5117526054382324, 89.53154754638672, -0.3010823726654053]
1.815;82.518;-0.292;[1.8153355121612549, 82.51785278320312, -0.2923012971878052]
1.47;81.654;-0.296;[1.4702677726745605, 81.65371704101562, -0.29569363594055176]
4.006;77.03;-0.289;[4.006232738494873, 77.02960205078125, -0.2885919213294983]
1.949;82.359;-0.284;[1.9493956565856934, 82.3588638305664, -0.2838754653930664]
2.163;74.288;-0.28;[2.1632606983184814, 74.28800964355469, -0.2796372175216675]
2.954;76.307;-0.283;[2.9535462856292725, 76.30718231201172, -0.2832629680633545]
2.998;76.045;-0.28;[2.9979827404022217, 76.0450439453125, -0.2798565626144409]
3.107;84.213;-0.279;[3.106825113296509, 84.21273040771484, -0.27863216400146484]
2.864;76.893;-0.288;[2.864048957824707, 76.89278411865234, -0.2883144021034241]
3.74;81.402;-0.263;[3.7395570278167725, 81.40191650390625, -0.26295971870422363]
2.733;76.947;-0.286;[2.7326974868774414, 76.9468765258789, -0.28590887784957886]
3.144;76.814;-0.286;[3.143887758255005, 76.81363677978516, -0.28582078218460083]
2.713;69.205;-0.283;[2.712942361831665, 69.20492553710938, -0.2828410863876343]
1.806;86.152;-0.291;[1.8057563304901123, 86.1521987915039, -0.29146313667297363]
1.082;92.951;-0.31;[1.0824052095413208, 92.95050811767578, -0.309505820274353]
1.645;86.762;-0.297;[1.6451165676116943, 86.76164245605469, -0.2970181107521057]
2.201;79.419;-0.272;[2.2012176513671875, 79.4190673828125, -0.2724168300628662]
0.099;99.483;-0.318;[0.09939289093017578, 99.48269653320312, -0.3176446557044983]
1.504;93.245;-0.302;[1.5038111209869385, 93.24541473388672, -0.3018050789833069]
1.784;87.536;-0.29;[1.7836787700653076, 87.53593444824219, -0.28991907835006714]
1.79;89.646;-0.297;[1.789684772491455, 89.64610290527344, -0.2974975109100342]
1.781;86.733;-0.284;[1.781099796295166, 86.73324584960938, -0.28393882513046265]
2.004;80.323;-0.279;[2.0040812492370605, 80.32312774658203, -0.2787138819694519]
1.636;86.734;-0.304;[1.6356534957885742, 86.73443603515625, -0.3044411540031433]
1.843;86.061;-0.303;[1.8434100151062012, 86.06135559082031, -0.30310970544815063]
1.758;86.397;-0.294;[1.7581007480621338, 86.39738464355469, -0.2938089370727539]
1.704;86.364;-0.296;[1.703644037246704, 86.36358642578125, -0.29564541578292847]
1.994;79.416;-0.286;[1.994166374206543, 79.41551208496094, -0.2863353490829468]
1.535;83.225;-0.28;[1.5351433753967285, 83.22456359863281, -0.2800212502479553]
1.916;82.743;-0.288;[1.9155261516571045, 82.74290466308594, -0.2876124978065491]
1.704;83.094;-0.296;[1.703885555267334, 83.09355926513672, -0.295998215675354]
1.829;83.53;-0.299;[1.829185962677002, 83.52961730957031, -0.29928863048553467]
1.942;83.026;-0.296;[1.9419395923614502, 83.0261459350586, -0.29553747177124023]
1.511;89.972;-0.307;[1.511409878730774, 89.97222137451172, -0.307428240776062]
1.934;83.344;-0.303;[1.9335896968841553, 83.34429931640625, -0.3029729127883911]
0.886;89.564;-0.299;[0.8860116004943848, 89.56355285644531, -0.29879772663116455]
1.114;89.085;-0.289;[1.113687515258789, 89.08462524414062, -0.2889387011528015]
1.7;84.199;-0.277;[1.6996064186096191, 84.19922637939453, -0.27686792612075806]
1.712;86.223;-0.275;[1.7122769355773926, 86.22325897216797, -0.2749619483947754]
1.827;83.15;-0.277;[1.8269197940826416, 83.1502685546875, -0.2765422463417053]
1.803;83.791;-0.289;[1.8031971454620361, 83.79118347167969, -0.28916704654693604]
1.603;85.176;-0.285;[1.6030223369598389, 85.17572021484375, -0.2847365736961365]
1.57;83.598;-0.287;[1.5703351497650146, 83.59784698486328, -0.28696727752685547]
1.535;87.392;-0.294;[1.5353868007659912, 87.39212799072266, -0.294103741645813]
1.718;83.113;-0.284;[1.7184746265411377, 83.1131820678711, -0.28418076038360596]
2.097;76.608;-0.282;[2.0969667434692383, 76.60847473144531, -0.2824477553367615]
1.414;87.611;-0.286;[1.4139862060546875, 87.61146545410156, -0.2855404019355774]
1.388;87.617;-0.305;[1.3875079154968262, 87.61675262451172, -0.3045002818107605]
1.054;88.546;-0.303;[1.0544369220733643, 88.54598999023438, -0.30273014307022095]
1.847;81.564;-0.279;[1.8467693328857422, 81.56391906738281, -0.27920854091644287]
1.162;88.154;-0.304;[1.162018895149231, 88.15355682373047, -0.30358850955963135]
1.816;82.549;-0.282;[1.8159019947052002, 82.54922485351562, -0.2819523215293884]
2.212;85.639;-0.289;[2.2120156288146973, 85.63874053955078, -0.28919368982315063]
2.032;82.304;-0.287;[2.0315253734588623, 82.30399322509766, -0.2870863080024719]
1.321;91.9;-0.284;[1.3206148147583008, 91.8996353149414, -0.2839531898498535]
1.756;83.086;-0.282;[1.7555551528930664, 83.08602905273438, -0.282102108001709]
1.685;87.37;-0.285;[1.6854400634765625, 87.36996459960938, -0.2845451831817627]
0.388;97.316;-0.291;[0.38771116733551025, 97.31550598144531, -0.2914636731147766]
1.333;90.183;-0.287;[1.3325060606002808, 90.18348693847656, -0.2866620421409607]
1.077;92.97;-0.294;[1.07670259475708, 92.96949768066406, -0.29369330406188965]
3.22;84.21;-0.286;[3.2199792861938477, 84.2095718383789, -0.2856432795524597]
3.242;78.173;-0.295;[3.241896867752075, 78.1732177734375, -0.2951359152793884]
3.677;87.137;-0.282;[3.6771979331970215, 87.13728332519531, -0.2817716598510742]
3.795;81.204;-0.281;[3.7947840690612793, 81.2044677734375, -0.28073012828826904]
3.522;80.877;-0.277;[3.5219242572784424, 80.87740325927734, -0.2774614691734314]
3.78;81.639;-0.279;[3.779982805252075, 81.63899230957031, -0.278878390789032]
3.359;81.082;-0.282;[3.3586437702178955, 81.08221435546875, -0.28230714797973633]
3.558;77.114;-0.278;[3.5577898025512695, 77.11380767822266, -0.2781798839569092]
2.474;80.786;-0.293;[2.473837375640869, 80.78565979003906, -0.292744517326355]
3.042;75.707;-0.287;[3.0415470600128174, 75.70687866210938, -0.2865608334541321]
4.048;77.82;-0.271;[4.048230171203613, 77.82035064697266, -0.27107924222946167]
1.78;87.434;-0.294;[1.7801525592803955, 87.43386840820312, -0.2938689589500427]
1.808;88.27;-0.299;[1.8079192638397217, 88.27005004882812, -0.29852455854415894]
1.132;93.369;-0.299;[1.1321488618850708, 93.36917114257812, -0.29904258251190186]
1.425;92.655;-0.296;[1.4246623516082764, 92.65460205078125, -0.29615873098373413]
1.762;87.761;-0.292;[1.7620127201080322, 87.76148223876953, -0.29246413707733154]
1.508;85.079;-0.297;[1.508301854133606, 85.07888793945312, -0.29733049869537354]
1.833;87.456;-0.3;[1.8333477973937988, 87.45597076416016, -0.2998805046081543]
0.11;94.757;-0.303;[0.1100422739982605, 94.7572021484375, -0.3027123808860779]
1.14;89.487;-0.297;[1.1396231651306152, 89.48729705810547, -0.2966958284378052]
1.009;92.592;-0.288;[1.0093036890029907, 92.59178161621094, -0.2883603572845459]
1.669;84.866;-0.29;[1.6691770553588867, 84.866455078125, -0.29042357206344604]
1.564;82.947;-0.287;[1.56361985206604, 82.94695281982422, -0.2867382764816284]
1.039;88.103;-0.295;[1.038962483406067, 88.10274505615234, -0.29492324590682983]
1.791;83.485;-0.3;[1.791172742843628, 83.48469543457031, -0.29952895641326904]
1.572;83.947;-0.296;[1.5717785358428955, 83.94684600830078, -0.2959839701652527]
2.041;82.172;-0.294;[2.0409018993377686, 82.17202758789062, -0.29372698068618774]
1.078;89.532;-0.292;[1.0775887966156006, 89.53165435791016, -0.2924100160598755]
1.658;83.12;-0.289;[1.6583189964294434, 83.12008666992188, -0.28919655084609985]
1.571;87.421;-0.278;[1.5711934566497803, 87.42085266113281, -0.2782413363456726]
1.713;82.26;-0.285;[1.7133607864379883, 82.26028442382812, -0.28548288345336914]
1.899;76.42;-0.283;[1.8991458415985107, 76.4202880859375, -0.28275102376937866]
1.803;79.89;-0.271;[1.803175449371338, 79.88983154296875, -0.27090293169021606]
2.779;83.95;-0.296;[2.779374361038208, 83.95046997070312, -0.2957279086112976]
4.722;87.838;-0.282;[4.721539497375488, 87.83794403076172, -0.2823905348777771]
1.28;88.888;-0.292;[1.2800580263137817, 88.88809967041016, -0.2919920086860657]
1.382;88.579;-0.287;[1.382004976272583, 88.57856750488281, -0.2874745726585388]
4.144;84.484;-0.281;[4.143905162811279, 84.48383331298828, -0.2808537483215332]
1.625;83.158;-0.3;[1.6245875358581543, 83.15794372558594, -0.29953551292419434]
1.068;90.559;-0.291;[1.0680878162384033, 90.5594253540039, -0.2909409999847412]
4.399;81.914;-0.274;[4.398797988891602, 81.9138412475586, -0.2742970585823059]
1.611;84.109;-0.284;[1.6111030578613281, 84.10850524902344, -0.28405970335006714]
1.677;82.043;-0.281;[1.6765027046203613, 82.04254150390625, -0.2807035446166992]
4.259;77.944;-0.284;[4.259358882904053, 77.94400024414062, -0.2842981219291687]
2.835;90.29;-0.287;[2.834918737411499, 90.2901840209961, -0.28684329986572266]
4.125;84.733;-0.279;[4.125362873077393, 84.73335266113281, -0.2793431878089905]
3.117;84.318;-0.283;[3.116677761077881, 84.31778717041016, -0.28300267457962036]
3.637;81.688;-0.29;[3.6365463733673096, 81.68787384033203, -0.29001110792160034]
3.861;76.584;-0.285;[3.860563039779663, 76.58445739746094, -0.2847754955291748]
3.139;84.634;-0.287;[3.1393301486968994, 84.63407897949219, -0.2870408296585083]
